post_link,original_link,final_link,post,title,author,date
http://web.archive.org/web/20201024153408/https://ghanaxtra.com/2020/10/video-free-for-all-fight-at-ndc-youth-organisers-funeral.html,https://ghanaxtra.com/2020/10/video-free-for-all-fight-at-ndc-youth-organisers-funeral.html,https://ghanaxtra.com/2020/10/video-free-for-all-fight-at-ndc-youth-organisers-funeral.html,"It was a “free for all fight” at the final rites of the late Bono East Regional Deputy Youth Organiser of the NDC, Isaac Kojo Nsiah.The confusion was in relation to which group had the right to convey the mortal remains of the deceased to the cemetery.Whilst the youth wing of the NDC felt that it had that right, their political opponents in the NPP thought otherwise.This generated into some skirmishes between the two factions forcing some elders at the funeral grounds to intervene.Peace eventually prevailed and the youth wing of the NDC was given that singular right of conveying the body.The late Isaac Kojo Nsiah and some party members were returning from a funeral in Kintampo when they were involved in an accident.Watch the video belowCall our Editor on 0209391902 or click here and inform us via Whatsapp. You could equally email your stories or articles to [email protected] and we'll surely put them online",Video: ‘Free For All Fight’ At NDC Youth Organiser’s Funeral,"Nana Yaw, Reporter",2020/10
http://web.archive.org/web/20200422221142/https://ghanaxtra.com/2020/04/arsenal-fans-jubilate-over-artetas-comment-partey.html,https://ghanaxtra.com/2020/04/arsenal-fans-jubilate-over-artetas-comment-partey.html,https://ghanaxtra.com/2020/04/arsenal-fans-jubilate-over-artetas-comment-partey.html,"The Manager was asked during an interview with club website, which former players would fit his current squad, and he chose Thierry Henry and Vieira.“Someone like Thierry would be great….Somene like Patrick would be great and some leaders that we had the back,” he to told the club’s official website.Arteta’s selection of Patrick Vieira as someone who could help his team has given hope to Arsenal fans who feel Thomas Partey could be on his way to the Emirates taking into consideration his destructive presence in midfield which is similar to that of the France legend.Arsenal are keen on signing the Atletico player, but the problem is that his club do not want to lose him and have offered to double his £65,000-a-week wages while extending his stay until 2025.Should they make a move for him, the Ghanaian midfielder could well be Arsenal’s biggest spend this summer.",Arsenal fans jubilate over Arteta’s comment suggesting Partey’s on his way to the club,Fiifi Dixon,2020/04
http://web.archive.org/web/20180331145612/https://ghanaxtra.com/2018/01/1933.html,https://ghanaxtra.com/2018/01/1933.html,https://ghanaxtra.com/2018/01/1933.html,"The female atopa organ is one of the unique and special organs in the female human body. Yes! it has been described by gynecologists as totally and completely unique.Despite its uniqueness, little is known about it because of our cultural, religious and  psychological makeup.For example, do you know that there no two akosua kumas in the world that look the same, smell the same, or feel the same.Yeah, relax because you are a special chick with a special vag*na.In this article, you are going to read some basic facts about the vag*na which makes it unique and different from other organs in the human body.1. Women do not pee through their vag*na. Are you surprised? Curious but that is the truth. Most people don’t know this too. There are three openings in your private part; the urethra ( where you pee through), the vag*na and the anus.2. Your vag*na can turn itself inside out. This condition known as the Pelvic Prolapse happens as people get older but can be fixed. Estrogen decline and multiple deliveries are usually the common risk factors.3. Once your virginity is broken it cannot be recovered. There are myths that there are ways of getting your virginity back but Don’t be fooled such myths are not true. Once your virginity is gone, forget it, it is gone for good. There is no way to get it back.4. Your akosua kumal muscles need exercise just like the muscles in other parts of your body, your pelvic muscles ( the ones found in your akosua kuma) need exercise too. If you do not engage in the atopaual act regularly, make sure you make up for it by engaging in some exercise routine.5. Every vulva ( vag*nal lip) is different There is no general design to what the outer layer of your akosua kuma should look like. Every vulva differs form the other. Learn to accept yours the way it is.6. Most women don’t get orgasms from atopa alone If you have been wondering, well this is it. Most women need their clitoris to be directly stimulated during atopa and not the atopaual act itself.7. The vag*na doesn’t need to be douched. The vag*na is a self-cleansing organism and doesn’t need you spraying it or douching with other products just to get it to smell better. Your akosua kuma has its own natural smell and its nothing like your perfume. Except you have an infection, any smell it emits is normal.8. Vag*nal discharge varies from woman to woman How much akosua kumal discharge you make varies widely. Some normal, healthy women spew loads of discharge and need to wear panty liners every day. Others are bone dry. As long as you are not at risk of STD’s and you have no itching, burning, or odor, you’re probably just fine. If in doubt, see your gynecologist.9. Your menstrual blood is supposed to clot Don’t get worried just yet when you see some clotting in your menstrual blood, its usually just your uterine lining. On the other hand, when you see some clotting accompanied by a heavy flow, then something might be up.10. As you get older, your akosua kuma might feel drier during atopa. No matter how young a woman is, it is okay to need lubrication during atopa but this is more rampant among older women.11. Your vag*na farts too Usually called a ‘queef’ or ‘varts’, the akosua kuma can emit sounds just like a fart during atopa or exercise. Don’t be embarrassed its perfectly normal.12. After giving birth akosua kumally, it’s okay to feel loose as giving birth stretches out your akosua kumal muscles so it is perfectly okay if your akosua kuma hangs loose for a while after that.13. Sex should not be painful. If you experience pain during atopa, don’t keep quiet about it. See your doctor.Credit: theredgossipblogCall our Editor on 0209391902 or click here and inform us via Whatsapp. You could equally email your stories or articles to [email protected] and we'll surely put them online",13 Basic Facts About The Vag*na Every Woman Should Know,"Frank A. Hartmann, Managing Editor",2018/01
http://web.archive.org/web/20220126232214/https://ghanaxtra.com/2021/12/tamale-technical-university-rusticates-196-students-over-examination-malpractice.html,https://ghanaxtra.com/2021/12/tamale-technical-university-rusticates-196-students-over-examination-malpractice.html,https://ghanaxtra.com/2021/12/tamale-technical-university-rusticates-196-students-over-examination-malpractice.html,"Management of the Tamale Technical University has rusticated one hundred and ninety-six (196) students of the institution for engaging in examination malpractice.The students were found culpable of engaging in various acts of examination malpractice contrary to Section 9 “Schedule P” of the Tamale Technical University Statutes by the Disciplinary Committee on Examinations Malpractice.They sent into the examination room foreign materials such as mobile phones, electric wristwatches, handwritten notes on pieces of paper, written inscriptions on veils, scarfs, handkerchiefs, bodily palms, and bodily thighs.The students have all been subsequently rusticated for two semesters which takes effect from the 2022 academic year.” The academic Board at its meeting on 15th December 2021 upheld the recommendations of the Disciplinary Committee to rusticate one hundred and ninety (193) students of the university who were involved in various examination malpractice during the 2021 second semester examinations held from 30th August to 20th September 2021″.The statement continues that: “The students each has been rusticated for two semesters(one academic year) beginning from the next semester of the 2022 academic year and the papers in which the malpractice had occurred are cancelled”.Call our Editor on 0209391902 or click here and inform us via Whatsapp. You could equally email your stories or articles to [email protected] and we'll surely put them online",Tamale Technical University Rusticates 196 Students Over Examination Malpractice,Staff Writer,2021/12
http://web.archive.org/web/20200503085750/https://ghanaxtra.com/2020/05/francis-boateng-appointed-new-md-of-tor.html,https://ghanaxtra.com/2020/05/francis-boateng-appointed-new-md-of-tor.html,https://ghanaxtra.com/2020/05/francis-boateng-appointed-new-md-of-tor.html,"President Akufo-Addo has reportedly appointed Mr Francis Boateng as the new Managing Director for the Tema Oil Refinery(TOR).The new MD until his appointment served as the General Manager for Commercial Operations at the Ghana National Gas Company.The appointment of Francis Boateng follows the resignation Kweku Asante Berko who resigned over allegations of his involvement in a bribery scandal by the Securities and Exchange Commission in the United States of America.Mr Boateng is an old student of St. Augustine’s College in Cape Coast. He holds a BEng (Hons) Degree for Manufacturing Systems Engineering from Kingston University in the United Kingdom and an MBA from Henley Business School in the United Kingdom.He has over 20 years of project-related work experience including extensive international experience in the petroleum and power industries working on projects located in countries such as Saudi Arabia, Abu Dhabi, Nigeria, United Kingdom and Ghana.He has worked for and on behalf of world-renowned organisations such as Kellogg Brown and Root, Fluor Ltd, Shell and Chevron. Projects executed have included those with total installation costs in excess of twelve (12) billion United States dollars.Call our Editor on 0209391902 or click here and inform us via Whatsapp. You could equally email your stories or articles to [email protected] and we'll surely put them online",Francis Boateng Appointed New MD Of TOR,"Frank A. Hartmann, Managing Editor",2020/05
http://web.archive.org/web/20190328010556/http://ghanaxtra.com/2019/03/mexico-demands-apology-from-pope-over-human-rights-abuses.html,http://ghanaxtra.com/2019/03/mexico-demands-apology-from-pope-over-human-rights-abuses.html,https://ghanaxtra.com/2019/03/mexico-demands-apology-from-pope-over-human-rights-abuses.html,"Mexico’s president has sent a letter to Spain’s King Felipe VI and Pope Francis urging them to apologise for human rights abuses committed during the conquest of the region 500 years ago.Andrés Manuel López Obrador said the indigenous peoples of Mexico had been the victims of massacres.Speaking in the ruins of an ancient city, he called for a full account of the abuses.Spain rejected his call and called for a “constructive perspective” instead.The territory which now makes up Mexico was under Spanish rule for some 300 years before gaining independence in the early 19th Century.At the time of the conquest, Spain was a fiercely Roman Catholic country and saw as its mission the spread of Christianity to regions such as the Americas.The man who became Mexico’s first leftist president in seven decades has been pursuing a radical agenda since being sworn in in December, promising to tackle corruption, reduce inequality and lift millions of Mexicans out of poverty.On Monday, he tweeted a video address from an archaeological site in Comacalco, Tabasco, where he is shown speaking alongside the First Lady, Beatriz Gutierrez.“I have sent a letter to the Spanish king [Felipe VI] and another letter to the Pope so that the abuses can be acknowledged and an apology can be made to the indigenous peoples for the violations of what we now call human rights,” Mr López Obrador says.“There were massacres… The so-called conquest was done with the sword and the cross. They raised churches on top of temples.”“The time has come to reconcile but first they should ask forgiveness,” the president says.Mexico has the world’s second biggest Roman Catholic population, after Brazil.Just over a fifth of Mexicans consider themselves to be indigenous but studies suggest many more have some pre-Hispanic ancestry.When Spanish Prime Minister Pedro Sánchez visited Mexico in January he presented President López Obrador with his grandfather José Obrador’s Spanish birth certificate, from 1893, AFP news agency reports.The Mexican leader’s relations with Spain’s centre-left ruling party have been friendly but the government in Madrid promptly rejected his request for an apology.“The arrival, 500 years ago, of Spaniards to present Mexican territory cannot be judged in the light of contemporary considerations,” the government said in a statement.“Our two brother nations have always known how to read our shared past without anger and with a constructive perspective.”There was no immediate comment from the Vatican but three years ago, on a visit to Mexico, Pope Francis asked indigenous people for forgiveness over the way they had been excluded from society.“Some have considered your values, culture and traditions to be inferior. Others, intoxicated by power, money and market trends, have stolen your lands or contaminated them. How sad this is,” he said.“How worthwhile it would be for each of us to examine our conscience and learn to say, ‘Forgive me!'”Credit: bbcCall our Editor on 0209391902 or click here and inform us via Whatsapp. You could equally email your stories or articles to info@ghanaxtra.com and we'll surely put them onlineLog in to leave a comment ",Mexico Demands Apology From Pope Over Human Rights Abuses,GhanaXtra,2019/03
http://web.archive.org/web/20201024153408/https://ghanaxtra.com/2020/10/wife-of-late-mfantseman-mp-ophelia-hayford-files-her-nominationvideo.html,https://ghanaxtra.com/2020/10/wife-of-late-mfantseman-mp-ophelia-hayford-files-her-nominationvideo.html,https://ghanaxtra.com/2020/10/wife-of-late-mfantseman-mp-ophelia-hayford-files-her-nominationvideo.html,"The wife of the late Member of Parliament for the Mfantseman Constituency, Ekow Quansah Hayford has successfully filed her nomination, GhanaXtra.Com can report.Ophelia Hayford was accompanied to the office of the Electoral Commission by party bigwigs and sympathisers where she successfully filed her nomination to contest as a Parliamentary Candidate for the New Patriotic Party(NPP).The New Patriotic Party (NPP) settled on Ophelia Hayford a former police officer to succeed her murdered husband Ekow Quansah Hayford as the parliamentary candidate for the Mfantseman Constituency.She will be battling it out with the NDC’s James Odziifo Essoun for the slot to lead the people of Mfantseman.The Member of Parliament for Mfantseman Constituency, Ekow Quansah Hayford, was shot by suspected armed robbers on the Abeadze Dominase–Abeadze Duadzi–Mankessim road while returning from a campaign trip on Friday, October 9, 2020, around 1:00 am.Call our Editor on 0209391902 or click here and inform us via Whatsapp. You could equally email your stories or articles to [email protected] and we'll surely put them online",Wife of Late Mfantseman MP Ophelia Hayford Files Her Nomination(Video),"Nana Yaw, Reporter",2020/10
http://web.archive.org/web/20180819194425/https://ghanaxtra.com/2018/06/jubilee-house-security-officer-two-others-not-robbers-way-musical-show-police.html,https://ghanaxtra.com/2018/06/jubilee-house-security-officer-two-others-not-robbers-way-musical-show-police.html,https://ghanaxtra.com/2018/06/jubilee-house-security-officer-two-others-not-robbers-way-musical-show-police.html,"The Ghana Police Service has revealed that a security officer attached to the Jubilee House who was arrested with two others over their involvement in robbery and rape case is false.The said incident which was reported in some section of the media reportedly occurred on Sunday, 24 June 2018 at East Legon.In a statement, the police say preliminary investigations conducted into the case show that the three friends, including one Issah Muniru, an officer working with the Operations Team of the Jubilee House, were on their way to attend a musical show at Kikibees at East Legon. According to the statement, the three friends, on their way to Kikibees, made frequent enquiries trying to get there.It continued that their frantic calls raised the suspicion of a passerby who thinking they were robbers alerted some people in the community.It said that Issah Muniru and his friends were nearly lynched based on the intel  but a police officer nearby intervened and arrested.It concluded by cautioning the public against mob justice and entreated citizens to hand over any suspect to the police.Call our Editor on 0209391902 or click here and inform us via Whatsapp. You could equally email your stories or articles to info@ghanaxtra.com and we'll surely put them online","Jubilee House Security Officer, Two Others Not Robbers; They Were On Their Way To A Musical Show – Police",Frank A. Hartmann,2018/06
http://web.archive.org/web/20181122183640/http://ghanaxtra.com/2017/07/showdown-attorney-general-grills-woyome-today.html,http://ghanaxtra.com/2017/07/showdown-attorney-general-grills-woyome-today.html,https://ghanaxtra.com/2017/07/showdown-attorney-general-grills-woyome-today.html,"The Deputy Attorney General, Godfred Yeboah Dame is set to orally examine businessman, Alfred Agbesi Woyome in the controversial GHC51.2 million judgment debt payment.The oral examination is to enquire how the businessman spent the money and whether he has  any property to defray the GHC51.2million he was paid by the state as judgment debt.The examination will also delve into issues pertaining to whether he owes any debts, and the manner in which he used the judgment debt money paid him.Justice Alfred Benin, set July 24 for the oral examination after he dismissed an application by Mr Woyome challenging the State’s motion seeking an order to orally examine him on how he spent the 51 million cedis paid to him illegally.Mr Woyome was paid the amount being judgement debt after he alleged that the state wrongfully abrogated an agreed with him to help in the raising funds to construct stadia for the hosting of the 2008 African Cup of Nations.But the Auditor General’s report released in 2010 disputed the claims saying the amount was paid illegally to him. The Supreme Court therefore in 2014 ordered Mr Woyome to pay back the money to the state after a former Attorney General, Martin Amidu,  had challenged the legality of the payments in court.But due to delays in retrieving the money, the Supreme Court unanimously granted the Attorney-General clearance to execute the court’s judgment, ordering Mr. Woyome to refund the cash to the state.Call our Editor on 0209391902 or click here and inform us via Whatsapp.You could equally email your stories or articles to admin@ghanaxtra.com and we'll surely put them online",Showdown!!! Attorney General Grills Woyome Today,ABOAGYE FRANK,2017/07
http://web.archive.org/web/20210121185243/https://ghanaxtra.com/2021/01/exclusive-npp-mps-storm-parliament-at-400am.html,https://ghanaxtra.com/2021/01/exclusive-npp-mps-storm-parliament-at-400am.html,https://ghanaxtra.com/2021/01/exclusive-npp-mps-storm-parliament-at-400am.html," Members of Parliament belonging to the New Patriotic Party’s(NPP) side in parliament today arrived in parliament as early 4:00 am for business to begin, GhanaXtra.Com can report.The Members of Parliament in their numbers were at the precinct of parliament very early which was very unusual.Sources available to GhanaXtra.Com indicate that the New Patriotic Party(NPP) caucus took the decision to avert any surprise from the colleagues on the NDC’s side.Checks by this portal indicate that NPP’s caucus is currently seated in the chamber and at the majority side.Meanwhile, the Member of Parliament of Ofoase Ayirebi, Kojo Oppong Nkrumah says they took the decision considering the fact that the NDC pulled a fast one on them prior to the dissolution of parliament and the inauguration of the 8th Parliament.The NPP and the NDC are fighting over who actually has the majority in parliament as both parties have 137 seats with one independent candidate.Call our Editor on 0209391902 or click here and inform us via Whatsapp. You could equally email your stories or articles to [email protected] and we'll surely put them online",Exclusive: NPP MPs Storm Parliament At 4:00am,"Frank A. Hartmann, Managing Editor",2021/01
http://web.archive.org/web/20181124103259/http://ghanaxtra.com/2018/02/enjoy-talking-public-instead-going-court-maurice-ampaw.html,http://ghanaxtra.com/2018/02/enjoy-talking-public-instead-going-court-maurice-ampaw.html,https://ghanaxtra.com/2018/02/enjoy-talking-public-instead-going-court-maurice-ampaw.html,"Lawyer Maurice Ampaw has revealed that he enjoys talking in public compared to going to the law courts.Decribed by many people as a “celebrity lawyer” because of his time and popularity on tv and radio stations, Maurice Ampaw says he enjoys being in the public domain.According to him, he sees his profession as some kind of boring as you have to sit for long periods and observe things in court.“I am not enjoying the law. My passion is talking publicly. In court, you will sit down aaaaahhnnn.”Speaking on Daybreak on Hitz FM, the controversial legal practioner said he has lost the passion for the legal career as it was not even a first choice career growing up.He told the host that being a lawyer was not an ambition from his early years but he developed the interest somewhere along the line.“I never had the ambition to become a lawyer.”Call our Editor on 0209391902 or click here and inform us via Whatsapp. You could equally email your stories or articles to [email protected] and we'll surely put them online",I Enjoy Talking In Public Instead Of Going To Court – Maurice Ampaw,"Frank A. Hartmann, Managing Editor",2018/02
http://web.archive.org/web/20201128054921/https://ghanaxtra.com/2020/11/just-in-fmr-prez-j-j-rawlings-is-dead.html,https://ghanaxtra.com/2020/11/just-in-fmr-prez-j-j-rawlings-is-dead.html,https://ghanaxtra.com/2020/11/just-in-fmr-prez-j-j-rawlings-is-dead.html,"Sad news reaching this portal is that former President Jerry John Rawlings has passed away.The former president per sources available to this portal passed away on Thursday 12, 2020.Mr. Rawlings had reportedly been on admission at the Korle Bu Teaching Hospital for about a week.The cause of death is however unknown.He was 73 years old.Jerry John Rawlings was born in June 1947 in Accra, Ghana, to Victoria Agbotui, from Dzelukope, Keta, and James Ramsey John, a chemist from Castle Douglas in Kirkcudbrightshire, Scotland.He attended Achimota School and a military academy at Teshie.Rawlings came to power in Ghana as a flight lieutenant of the Ghana Air Force following a coup d’état in 1979. Before that, he led an unsuccessful coup attempt against the ruling military government on 15 May 1979.sAfter initially handing power over to a civilian government, he took back control of the country on 31 December 1981 as the Chairman of the Provisional National Defence Council (PNDC).In 1992, Rawlings resigned from the military, founded the National Democratic Congress (NDC), and became the first President of the Fourth Republic. He was re-elected in 1996 for four more years.After two terms in office, the limit according to the Ghanaian Constitution, Rawlings endorsed his vice-president John Atta Mills as presidential candidate in 2000.Until his death, he was the African Union envoy to Somalia.Rawlings was married to Nana Konadu Agyeman and they gave birth to three daughters and a son.Call our Editor on 0209391902 or click here and inform us via Whatsapp. You could equally email your stories or articles to [email protected] and we'll surely put them online",Just In: Fmr. Prez J.J Rawlings Is Dead,"Frank A. Hartmann, Managing Editor",2020/11
http://web.archive.org/web/20200804004454/https://ghanaxtra.com/2020/07/government-presents-100-new-buses-to-selected-shss.html,https://ghanaxtra.com/2020/07/government-presents-100-new-buses-to-selected-shss.html,https://ghanaxtra.com/2020/07/government-presents-100-new-buses-to-selected-shss.html,"Government will be presenting 100 buses to some selected Senior High Schools in the country.The presentation will take place this morning July 30, 2020, at the forecourt of Ghana’s Parliament.The presentation of the buses forms part of government’s promise to donate 350 buses to some Senior High Schools to support the schools to run effectively.President Akufo-Addo during his 12th address on measures taken to deal with COVID-19 revealed that Senior High Schools in the country shall benefit from 350 buses and 840 vehicles.“Government is also making available 350 buses and 840 pickup vehicles to Senior High Schools that did not receive vehicles in 2016.”Call our Editor on 0209391902 or click here and inform us via Whatsapp. You could equally email your stories or articles to [email protected] and we'll surely put them online",Government Presents 100 New Buses To Selected SHSs,"Frank A. Hartmann, Managing Editor",2020/07
http://web.archive.org/web/20211026191535/https://ghanaxtra.com/2021/10/video-kumawu-mp-philip-basoa-prevented-from-dce-confirmation.html,https://ghanaxtra.com/2021/10/video-kumawu-mp-philip-basoa-prevented-from-dce-confirmation.html,https://ghanaxtra.com/2021/10/video-kumawu-mp-philip-basoa-prevented-from-dce-confirmation.html,"There was drama at the renomination and confirmation of Samuel Addai Agyekum as the District Chief Executive for Kumawu in the Ashanti Region.Having failed to secure two-third votes on two consecutive processes for his confirmation, it was a do-or-die affair when it came down to a final chance on Friday, October 15, 2021.Only Assembly Members perceived to be loyalists of the nominee were granted accreditation to participate in the confirmation exercise.One prominent figure who failed to gain access to the assembly hall where the voting was taking place was the Member of Parliament, Philip Basoa.A video-making rounds show the legislator pleading fruitlessly with the Presiding Member of the Assembly to intervene but to no avail.“PM, you are supposed to allow me entry, you are the person who invited… you invited us to participate,” he told the Presiding Member who shoved him off and dashed into the hall while the MP attempted to follow him with shouts of “no, no, no don’t go.”The nominee, Samuel Addai Agyekum on Friday reportedly gained a 100% endorsement as all 28 assembly members who participated in the exercise voted in his favour.Watch how the MP was prevented from the voting assembly hall in the video below:Call our Editor on 0209391902 or click here and inform us via Whatsapp. You could equally email your stories or articles to [email protected] and we'll surely put them online",Video: Kumawu MP Philip Basoa Prevented From DCE Confirmation,"Nana Yaw, Reporter",2021/10
http://web.archive.org/web/20190325095346/http://ghanaxtra.com/2019/03/309-shs-heads-hot-as-napo-summons-them-over-poor-wassce-performance.html,http://ghanaxtra.com/2019/03/309-shs-heads-hot-as-napo-summons-them-over-poor-wassce-performance.html,https://ghanaxtra.com/2019/03/309-shs-heads-hot-as-napo-summons-them-over-poor-wassce-performance.html,"Management of the Ghana Education Service(GES) has summoned some 309 Headteachers of both public and private Senior High Schools over poor performance.The Headteachers from five regions, that is, Brong Ahafo, Northern, Ashanti, Uper East and Upper West regions are scheduled to meet the Minister for Education, Dr Matthew Opoku Prempeh in Kumasi on March 29 2019.Portions of the letter as sighted by Ghanaxtra.com read: “The Honourable Minister of Education and Management of the Ghana Education Service is very much concerned about the poor performance of the Senior High Schools in the country.”It continues that: ” In this regard the Honourable Minister and Management of the Ghana Education Service will meet all challenged Senior High School Heads in above-mentioned regions.”(Sic)Some of the notable schools whose Heads have been summoned to this crucial meeting include the Sunyani Senior High School(Bono region), Techiman Senior High School(Bono East region), Serwaa Kesse Girls’ Senior High School(Ahafo region), Kumasi Girls Senior High School(Ashanti region), St Monica’s Senior High School (Ashanti region), Osei Kyeretwie Senior High School(Ashanti region) and Otumfuo Osei Tutu II College(Ashanti region).The rest are Tamale Int. Senior High School(Northern region), St Anne’s Girls Senior High School(Northern region), St Francis Girl’s Senior High School(Upper West region) and Navrongo Senior High School(Upper West region).Dr Matthhew Opoko Prempeh since coming into office has warned that Heads of Senior High Schools whose schools perform poorly in WASSCE will be demoted.The warning by the Minister is in line with a new system of Education where Managers will be required to sign performance contracts as a tool to address the fallen standards of education.Call our Editor on 0209391902 or click here and inform us via Whatsapp. You could equally email your stories or articles to info@ghanaxtra.com and we'll surely put them onlineLog in to leave a comment ",309 SHS Heads Hot As NAPO Summons Them Over Poor WASSCE Performance,Frank A. Hartmann,2019/03
http://web.archive.org/web/20181124103259/http://ghanaxtra.com/2017/10/samiras-father-alhaji-ramadan-appointed-uae-ambassador.html,http://ghanaxtra.com/2017/10/samiras-father-alhaji-ramadan-appointed-uae-ambassador.html,https://ghanaxtra.com/2017/10/samiras-father-alhaji-ramadan-appointed-uae-ambassador.html,"Alhaji Ahmed Ramadan was today sworn in as Ghana’s Ambassador to the United Arab Emirate (UAE).Alhaji Ramadan who is the father of Ghana’s Second Lady, Samira Bawumia becomes the first  ever Ambassador to be appointed to the oil rich country.President Akufo-Addo at a short ceremony at the Flagstaff House charged the new Ambassador to be a worthy representative of the country by  building strong relations between the two countries.The new Ambassador on his part thanked the President for the confidence reposed in him and promised to deliver.Alhaji Ramadan is the former chairman of People’s National Convention (PNC). He retired from active politics in 2015.Call our Editor on 0209391902 or click here and inform us via Whatsapp. You could equally email your stories or articles to [email protected] and we'll surely put them online","Samira’s Father, Alhaji Ramadan Appointed UAE Ambassador",ABOAGYE FRANK,2017/10
http://web.archive.org/web/20210618095204/https://ghanaxtra.com/2021/06/rastafari-saga-oheneba-nkrabea-reports-at-achimota-school.html,https://ghanaxtra.com/2021/06/rastafari-saga-oheneba-nkrabea-reports-at-achimota-school.html,https://ghanaxtra.com/2021/06/rastafari-saga-oheneba-nkrabea-reports-at-achimota-school.html,"Following the judgment by the Accra High Court, one of the Rastafarian students, Oheneba Nkrabea this morning has reported at Achimota School.Accompanied by his family, Oheneba Nkrabea is at the administration block waiting to complete his admission processes to officially commence academic work.Tyrone Marhguy, one of the students will also report to the school later in the day to complete the process.The Human Rights Division of the Accra High Court on May 31, 2021, ordered the management of Achimota School to admit two Rastafarian students.Achimota School in March this year refused to admit two students with dreadlocks, Tyron Iras Marhguy and Oheneba Kwaku Nkrabea due to their refusal to cut their dreadlocks.The two students were posted to Achimota School by the Computerised School Placement System(CSPS) but the school authorities claimed it is against the rules of the school to admit students with dreadlocks.But the trial judge, Justice Gifty Agyei Addo today ruled in favour of the students and ordered the school to re-admit them citing the rights of the students.According to Justice Gifty Adjei Addo, failure to admit the two students because of their dreadlocks, which is a manifestation of their religious right is a violation of their human rights, right to education, and dignity.The Board of Governors of Achimota School has since instructed its lawyers to appeal the ruling.Call our Editor on 0209391902 or click here and inform us via Whatsapp. You could equally email your stories or articles to [email protected] and we'll surely put them online",Rastafari Saga: Oheneba Nkrabea Reports At Achimota School,"Nana Ama Sarfowaa, Reporter",2021/06
http://web.archive.org/web/20211201101811/https://ghanaxtra.com/2021/11/confirmed-ali-baba-dankambari-dictches-kessben-media-for-abn.html,https://ghanaxtra.com/2021/11/confirmed-ali-baba-dankambari-dictches-kessben-media-for-abn.html,https://ghanaxtra.com/2021/11/confirmed-ali-baba-dankambari-dictches-kessben-media-for-abn.html,"A broadcast journalist with Kessben Media, Ali Baba Dankambari has resigned from Kessben Media after twelve years of dedicated service.Ali-Baba Dankambari becomes the latest heavyweight to ditch Kessben Media in recent times.Credible information available to this portal indicates that he has now pitched camp with Angel Broadcasting Network (ABN) and is expected to begin work on December 1, 2021.Ali will be hosting his favourite “Breaking News” on Angel FM 96.1MHz in Kumasi.Already, two journalists, Omanhene Yaw Adu Boakye host of the station’s Morning Show and Yaw Boamah have tendered in their resignation.Call our Editor on 0209391902 or click here and inform us via Whatsapp. You could equally email your stories or articles to [email protected] and we'll surely put them online",Confirmed: Ali Baba Dankambari Dictches Kessben Media For ABN,"Frank A. Hartmann, Managing Editor",2021/11
http://web.archive.org/web/20181123200930/http://ghanaxtra.com/2017/07/yesterdays-tragic-accident-is-a-dark-day-for-the-club-asante-kotoko-management.html,http://ghanaxtra.com/2017/07/yesterdays-tragic-accident-is-a-dark-day-for-the-club-asante-kotoko-management.html,https://ghanaxtra.com/2017/07/yesterdays-tragic-accident-is-a-dark-day-for-the-club-asante-kotoko-management.html,"The Management of  Kumasi Asante Kotoko have described the tragic accident that injured most of their players and claimed the life of one person at Nantia near Nkawkaw in the Eastern region as a dark day in the club’s history.Addressing the media today, the Head of Legal Affairs for Kotoko, Lawyer Yaw Boafo revealed that the incident is something the club will never forget.Providing details on the injury condition of the contingent involved in the accident, he said three people including the head coach Steve Pollack whose sustained serious injuries are responding to treatment at the Komfo Anokye Technical Hospital (KATH)”Yesterday was a very dark day for Asante Kotoko Sporting Club. It’s a day all of us will remember but we just pray that it’ll never happen again”.“Three people, Coach Steve Pollack, Nana Berfi,who happens to be a driver of the team and star striker Afutey Ollenu, are recuperating at the Komfo Anokye Technical Hospital (KATH), after all the team received  first aid from the Holy Family Hospital at Nkawkaw in the eastern region before they were bussed to KATH for medical attention.”Call our Editor on 0209391902 or click here and inform us via Whatsapp. You could equally email your stories or articles to [email protected] and we'll surely put them online",Yesterday’s Tragic Accident Is A Dark Day For The Club – Asante Kotoko Management,ABOAGYE FRANK,2017/07
http://web.archive.org/web/20190116064121/http://ghanaxtra.com/2018/02/huge-revelation-shatta-wale-christened-disco.html,http://ghanaxtra.com/2018/02/huge-revelation-shatta-wale-christened-disco.html,https://ghanaxtra.com/2018/02/huge-revelation-shatta-wale-christened-disco.html,"Mother of Ghana’s dancehall King, Shatta Wale has revealed that his son was named at a disco in the national capital.According to Madam Elsie Evelyn Avemegah, her son was named at Cleopatra Disco, a popular disco at Asylum Down in Accra.Speaking on Facebook live, She said those casting aspersion at her son do not know his beginning so they cannot go about throwing tantrums.She cautioned all those people to stay off his son with their unnecessary criticisms.“No one should joke with Shatta, it was a deadly time for me giving birth to Shatta. I didn’t get it easy so you people should stop all those unnecessary criticisms. “Shatta has passed through the hands of prominent people. Do you know who held him during his outdooring, go and ask Gloria Akuffo? Do you know where his outdooring was held?“Once upon a time there was a disco at Asylum Down called Cleopatra Disco. That was where that boy, Shatta Wale, was outdoored. Gloria Akuffo was the one who was holding Shatta Wale before he was named.”Call our Editor on 0209391902 or click here and inform us via Whatsapp. You could equally email your stories or articles to info@ghanaxtra.com and we'll surely put them online",Huge Revelation! Shatta Wale Was Christened At A Disco,Frank A. Hartmann,2018/02
